Movie name,Year_of_Release,Watch_Time,Genre,Movie_Rating,Metascore of movie,Votes,Gross,Description
Boyhood,I 2014,165 min,Drama,7.9,100        ,"359,270",$25.38M,"The life of Mason, from early childhood to his arrival at college."
Spartacus,1960,197 min,"Adventure,Biography,Drama",7.9,87        ,"137,974",$30.00M,"The slave Spartacus survives brutal training as a gladiator and leads a violent revolt against the decadent Roman Republic, as the ambitious Crassus seeks to gain power by crushing the uprising."
District 9,2009,112 min,"Action,Sci-Fi,Thriller",7.9,81        ,"692,608",$115.65M,Violence ensues after an extraterrestrial race forced to live in slum-like conditions on Earth finds a kindred spirit in a government agent exposed to their biotechnology.
Life of Pi,2012,127 min,"Adventure,Drama,Fantasy",7.9,79        ,"642,955",$124.99M,"A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger."
Edward Scissorhands,1990,105 min,"Drama,Fantasy,Romance",7.9,74        ,"500,955",$56.36M,The solitary life of an artificial man - who was incompletely constructed and has scissors for hands - is upended when he is taken in by a suburban family.
Carlito's Way,1993,144 min,"Crime,Drama,Thriller",7.9,66        ,"223,510",$36.95M,"A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C."
Wo hu cang long,2000,120 min,"Action,Adventure,Drama",7.9,94        ,"274,876",$128.08M,A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.
Dallas Buyers Club,2013,117 min,"Biography,Drama",7.9,77        ,"498,470",$27.30M,"In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease."
The Blues Brothers,1980,133 min,"Action,Adventure,Comedy",7.9,60        ,"205,108",$57.23M,"Jake Blues rejoins with his brother Elwood after being released from prison, but the duo has just days to reunite their old R&B band and save the Catholic home where the two were raised, outrunning the police as they tear through Chicago."
The Wrestler,2008,109 min,"Drama,Sport",7.9,80        ,"312,098",$26.24M,"A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle."
Toy Story 2,1999,92 min,"Animation,Adventure,Comedy",7.9,88        ,"592,928",$245.85M,"When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye."
A Streetcar Named Desire,1951,122 min,Drama,7.9,97        ,"110,687",$8.00M,Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.
Per un pugno di dollari,1964,99 min,"Action,Drama,Western",7.9,65        ,"222,511",$14.50M,"A wandering gunfighter plays two rival families against each other in a town torn apart by greed, pride, and revenge."
All the President's Men,1976,138 min,"Drama,History,Thriller",7.9,84        ,"119,480",$70.60M,"""The Washington Post"" reporters Bob Woodward and Carl Bernstein uncover the details of the Watergate scandal that leads to President Richard Nixon's resignation."
This Is Spinal Tap,1984,82 min,"Comedy,Music",7.9,92        ,"142,382",$4.74M,"Spinal Tap, one of England's loudest bands, is chronicled by film director Marty DiBergi on what proves to be a fateful tour."
Doctor Zhivago,1965,197 min,"Drama,Romance,War",7.9,69        ,"79,070",$111.72M,"The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution."
Before Midnight,2013,109 min,"Drama,Romance",7.9,94        ,"163,469",$8.11M,We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.
Brazil,1985,132 min,"Drama,Sci-Fi",7.9,84        ,"204,479",$9.93M,A bureaucrat in a dystopic society becomes an enemy of the state as he pursues the woman of his dreams.
Nosferatu,1922,94 min,"Fantasy,Horror",7.9,NA,"100,325",NA,Vampire Count Orlok expresses interest in a new residence and real estate agent Hutter's wife.
The Nightmare Before Christmas,1993,76 min,"Animation,Family,Fantasy",7.9,82        ,"350,296",$75.08M,"Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion."
Kôkaku kidôtai,1995,83 min,"Animation,Action,Crime",7.9,76        ,"147,533",$0.52M,A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master.
Serbuan maut 2: Berandal,2014,150 min,"Action,Crime,Thriller",7.9,71        ,"126,543",$2.63M,"Only a short time after the first raid, Rama goes undercover with the thugs of Jakarta and plans to bring down the syndicate and uncover the corruption within his police force."
Låt den rätte komma in,2008,114 min,"Drama,Fantasy,Horror",7.9,82        ,"220,957",$2.12M,"Oskar, an overlooked and bullied boy, finds love and revenge through Eli, a beautiful but peculiar girl."
Arsenic and Old Lace,1944,118 min,"Comedy,Crime,Thriller",7.9,NA,"72,471",NA,A Brooklyn writer of books on the futility of marriage risks his reputation when he decides to tie the knot. Things get even more complicated when he learns on his wedding day that his beloved maiden aunts are habitual murderers.
The Wild Bunch,1969,145 min,"Action,Adventure,Drama",7.9,98        ,"86,979",$12.06M,"An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them."
Bound by Honor,1993,180 min,"Crime,Drama",7.9,47        ,"32,494",$4.50M,"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on step-brothers Paco and Cruz, and their bi-racial cousin Miklo."
Ying xiong,2002,120 min,"Action,Adventure,Drama",7.9,85        ,"184,033",$53.71M,"A defense officer, Nameless, was summoned by the King of Qin regarding his success of terminating three warriors."
Charade,1963,113 min,"Comedy,Mystery,Romance",7.9,83        ,"80,667",$13.47M,Romance and suspense ensue in Paris as a woman is pursued by several men who want a fortune her murdered husband had stolen. Whom can she trust?
Once Were Warriors,1994,102 min,"Crime,Drama",7.9,77        ,"35,327",$2.20M,A family descended from Maori warriors is bedeviled by a violent father and the societal problems of being treated as outcasts.
Letters from Iwo Jima,2006,141 min,"Action,Adventure,Drama",7.9,89        ,"165,738",$13.76M,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it."
Sing Street,2016,106 min,"Comedy,Drama,Music",7.9,79        ,"96,900",$3.24M,A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.
Trois couleurs: Bleu,1993,94 min,"Drama,Music,Mystery",7.9,86        ,"105,556",$1.32M,A woman struggles to find a way to live her life after the death of her husband and child.
Harvey,1950,104 min,"Comedy,Drama,Fantasy",7.9,NA,"56,677",NA,"Due to his insistence that he has an invisible six foot-tall rabbit for a best friend, a whimsical middle-aged man is thought by his family to be insane - but he may be wiser than anyone knows."
Dancer in the Dark,2000,140 min,"Crime,Drama,Musical",7.9,61        ,"112,578",$4.18M,An Eastern European US immigrant with a love for musicals has to cope with the gradual loss of her vision.
Togo,2019,113 min,"Adventure,Biography,Drama",7.9,69        ,"51,510",NA,"The story of Togo, the sled dog who led the 1925 serum run despite being considered too small and weak to lead such an intense race."
The Artist,I 2011,100 min,"Comedy,Drama,Romance",7.9,89        ,"244,407",$44.67M,An egomaniacal film star develops a relationship with a young dancer against the backdrop of Hollywood's silent era.
In the Heat of the Night,1967,110 min,"Drama,Mystery,Thriller",7.9,76        ,"79,071",$24.38M,"A black Philadelphia police detective is mistakenly suspected of a local murder while passing through a racially hostile Mississippi town, and after being cleared is reluctantly asked by the police chief to investigate the case."
King Kong,1933,100 min,"Adventure,Horror,Sci-Fi",7.9,90        ,"87,565",$10.00M,"A film crew goes to a tropical island for a location shoot, where they capture a colossal ape who takes a shine to their blonde starlet, and bring him back to New York City."
Strangers on a Train,1951,101 min,"Crime,Drama,Film-Noir",7.9,88        ,"136,467",$7.63M,A psychopath forces a tennis star to comply with his theory that two strangers can get away with murder.
Notorious,1946,102 min,"Drama,Film-Noir,Romance",7.9,100        ,"103,304",$10.46M,The daughter of a convicted Nazi spy is asked by American agents to gather information on a ring of Nazi scientists in South America. How far will she have to go to ingratiate herself with them?
Manbiki kazoku,2018,121 min,"Crime,Drama,Thriller",7.9,93        ,"80,129",$3.31M,A Japanese family with inadequate incomes depend on shoplifting to make ends meet.
The Adventures of Robin Hood,1938,102 min,"Action,Adventure,Romance",7.9,97        ,"52,586",$3.98M,"When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence in 1190s England, a Saxon lord fights back as the outlaw leader of a resistance movement."
Harold and Maude,1971,91 min,"Comedy,Drama,Romance",7.9,62        ,"79,300",NA,"Young, rich, and obsessed with death, Harold finds himself changed forever when he meets lively septuagenarian Maude at a funeral."
The Killing,1956,84 min,"Crime,Drama,Film-Noir",7.9,91        ,"92,213",NA,Crook Johnny Clay assembles a five-man team to plan and execute a daring racetrack robbery.
Rope,1948,80 min,"Crime,Drama,Mystery",7.9,73        ,"147,234",NA,Two men attempt to prove they committed the perfect crime by hosting a dinner party after strangling their former classmate to death.
Cat on a Hot Tin Roof,1958,108 min,Drama,7.9,84        ,"51,183",$17.57M,Brick is an alcoholic ex-football player who drinks his days away and resists the affections of his wife. A reunion with his terminal father jogs a host of memories and revelations for both father and son.
The Lion in Winter,1968,134 min,"Biography,Drama,History",7.9,NA,"32,450",$22.28M,"1183 A.D.: King Henry II's three sons all want to inherit the throne, but he won't commit to a choice. When he allows his imprisoned wife Eleanor of Aquitaine out for a Christmas visit, they all variously plot to force him into a decision."
A Christmas Story,1983,93 min,"Comedy,Family",7.9,77        ,"160,595",$20.61M,"In the 1940s, a young boy named Ralphie Parker attempts to convince his parents, teacher, and Santa Claus that a Red Ryder Range 200 Shot BB gun really is the perfect Christmas gift."
Mimi wo sumaseba,1995,111 min,"Animation,Drama,Family",7.9,75        ,"66,022",NA,"A love story between a girl who loves reading books, and a boy who has previously checked out all of the library books she chooses."
The Big Sleep,1946,114 min,"Crime,Film-Noir,Mystery",7.9,86        ,"87,708",$6.54M,"Private detective Philip Marlowe is hired by a wealthy family. Before the complex case is over, he's seen murder, blackmail and what might be love."
Patton,1970,172 min,"Biography,Drama,War",7.9,86        ,"104,655",$61.70M,The World War II phase of the career of controversial American general George S. Patton.
The Philadelphia Story,1940,112 min,"Comedy,Romance",7.9,96        ,"71,197",NA,"When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself."
Short Term 12,2013,96 min,Drama,7.9,82        ,"89,361",$1.01M,A 20-something supervising staff member of a residential treatment facility navigates the troubled waters of that world alongside her co-worker and longtime boyfriend.
In a Lonely Place,1950,94 min,"Drama,Film-Noir,Mystery",7.9,NA,"32,954",NA,"A potentially violent screenwriter is a murder suspect until his lovely neighbor clears him. However, she soon starts to have her doubts."
The Manchurian Candidate,1962,126 min,"Drama,Thriller",7.9,94        ,"77,069",NA,An American POW in the Korean War is brainwashed as an unwitting assassin for an international Communist conspiracy.
Hable con ella,2002,112 min,"Drama,Mystery,Romance",7.9,86        ,"114,625",$9.28M,Two men share an odd friendship while they care for two women who are both in deep comas.
Il conformista,1970,113 min,Drama,7.9,100        ,"31,861",$0.54M,"A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident."
Amarcord,1973,123 min,"Comedy,Drama",7.9,NA,"44,861",$0.58M,A series of comedic and nostalgic vignettes set in a 1930s Italian coastal town.
Amour,2012,127 min,Drama,7.9,95        ,"102,577",$6.74M,"Georges and Anne are an octogenarian couple. They are cultivated, retired music teachers. Their daughter, also a musician, lives in Britain with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested."
Bin-jip,2004,88 min,"Crime,Drama,Romance",7.9,72        ,"56,417",$0.24M,A transient young man breaks into empty homes to partake of the vacationing residents' lives for a few days.
Laura,1944,88 min,"Drama,Film-Noir,Mystery",7.9,NA,"48,916",$4.36M,A police detective falls in love with the woman whose murder he is investigating.
Taeksi woonjunsa,2017,137 min,"Action,Drama,History",7.9,69        ,"26,888",$1.53M,"A widowed father and taxi driver who drives a German reporter from Seoul to Gwangju to cover the 1980 uprising, soon finds himself regretting his decision after being caught in the violence around him."
In Cold Blood,1967,134 min,"Biography,Crime,Drama",7.9,89        ,"27,571",NA,"Two ex-cons murder a family in a robbery attempt, before going on the run from the authorities. The police try to piece together the details of the murder in an attempt to track down the killers."
Mildred Pierce,1945,111 min,"Crime,Drama,Film-Noir",7.9,88        ,"27,079",NA,A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.
My Name Is Khan,2010,165 min,"Adventure,Drama,Romance",7.9,50        ,"110,482",$4.02M,An Indian Muslim man with Asperger's syndrome takes a challenge to speak to the President of the United States seriously and embarks on a cross-country journey.
Gegen die Wand,2004,121 min,"Drama,Romance",7.9,78        ,"55,671",NA,"With the intention to break free from the strict familial restrictions, a suicidal young woman sets up a marriage of convenience with a forty-year-old addict, an act that will lead to an outburst of envious love."
Kal Ho Naa Ho,2003,186 min,"Comedy,Drama,Musical",7.9,54        ,"71,636",$1.79M,"Naina, an introverted, perpetually depressed girl's life changes when she meets Aman. But Aman has a secret of his own which changes their lives forever. Embroiled in all this is Rohit, Naina's best friend who conceals his love for her."
"4 luni, 3 saptamâni si 2 zile",2007,113 min,Drama,7.9,97        ,"61,603",$1.19M,A woman assists her friend in arranging an illegal abortion in 1980s Romania.
Sacrifice,1986,149 min,Drama,7.9,NA,"29,392",$0.30M,"At the dawn of World War III, a man searches for a way to restore peace to the world and finds he must give something in return."
Kagemusha,1980,180 min,"Drama,History,War",7.9,84        ,"36,674",NA,A petty thief with an utter resemblance to a samurai warlord is hired as the lord's double. When the warlord later dies the thief is forced to take up arms in his place.
The Lost Weekend,1945,101 min,"Drama,Film-Noir",7.9,NA,"38,459",$9.46M,The desperate life of a chronic alcoholic is followed through a four-day drinking bout.
The Thin Man,1934,91 min,"Comedy,Crime,Mystery",7.9,86        ,"31,122",NA,"Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it."
Le cercle rouge,1970,140 min,"Crime,Drama,Thriller",7.9,92        ,"26,428",$0.37M,"After leaving prison, master thief Corey crosses paths with a notorious escapee and an alcoholic former policeman. The trio proceed to plot an elaborate heist."
Miracle on 34th Street,1947,96 min,"Comedy,Drama,Family",7.9,88        ,"51,095",$2.65M,"After a divorced New York mother hires a nice old man to play Santa Claus at Macy's, she is startled by his claim to be the genuine article. When his sanity is questioned, a lawyer defends him in court by arguing that he's not mistaken."
Gully Boy,2019,154 min,"Drama,Music,Romance",7.9,65        ,"41,129",$5.57M,A coming-of-age story based on the lives of street rappers in Mumbai.
Bronenosets Potemkin,1925,75 min,"Drama,History,Thriller",7.9,97        ,"59,296",$0.05M,"In the midst of the Russian Revolution of 1905, the crew of the battleship Potemkin mutiny against the brutal, tyrannical regime of the vessel's officers. The resulting street demonstration in Odessa brings on a police massacre."
Darbareye Elly,2009,119 min,"Drama,Mystery",7.9,87        ,"54,846",$0.11M,The mysterious disappearance of a kindergarten teacher during a picnic in the north of Iran is followed by a series of misadventures for her fellow travelers.
Hoje Eu Quero Voltar Sozinho,2014,96 min,"Drama,Romance",7.9,71        ,"26,325",$0.10M,"Leonardo is a blind teenager searching for independence. His everyday life, the relationship with his best friend Giovana, and the way he sees the world change completely with the arrival of Gabriel."
Nueve reinas,2000,114 min,"Crime,Drama,Thriller",7.9,80        ,"54,556",$1.22M,"Two con artists try to swindle a stamp collector by selling him a sheet of counterfeit rare stamps (the ""nine queens"")."
Vozvrashchenie,2003,110 min,Drama,7.9,82        ,"46,283",$0.50M,"In the Russian wilderness, two brothers face a range of new, conflicting emotions when their father - a man they know only through a single photograph - resurfaces."
Ascenseur pour l'échafaud,1958,91 min,"Crime,Drama,Thriller",7.9,94        ,"26,910",$0.11M,"A self-assured businessman murders his employer, the husband of his mistress, which unintentionally provokes an ill-fated chain of events."
Hiroshima mon amour,1959,90 min,"Drama,Romance",7.9,NA,"33,759",$0.09M,A French actress filming an anti-war film in Hiroshima has an affair with a married Japanese architect as they share their differing perspectives on war.
No Man's Land,I 2001,98 min,"Comedy,Drama,War",7.9,84        ,"47,828",$1.06M,"Bosnia and Herzegovina during 1993 at the time of the heaviest fighting between the two warring sides. Two soldiers from opposing sides in the conflict, Nino and Ciki, become trapped in no man's land, whilst a third soldier becomes a living booby trap."
The Big Heat,1953,89 min,"Crime,Film-Noir,Thriller",7.9,NA,"27,611",NA,Tough cop Dave Bannion takes on a politically powerful crime syndicate.
Sullivan's Travels,1941,90 min,"Adventure,Comedy,Drama",7.9,NA,"27,234",NA,Hollywood director John L. Sullivan sets out to experience life as a homeless person in order to gain relevant life experience for his next movie.
La Belle et la Bête,1946,96 min,"Drama,Fantasy,Romance",7.9,92        ,"27,127",$0.30M,"A beautiful young woman takes her father's place as the prisoner of a mysterious beast, who wishes to marry her."
C.R.A.Z.Y.,2005,129 min,"Comedy,Drama",7.9,81        ,"33,409",NA,"A young French Canadian, one of five boys in a conservative family in the 1960s and 1970s, struggles to reconcile his emerging identity with his father's values."
Såsom i en spegel,1961,90 min,Drama,7.9,84        ,"26,203",NA,"Recently released from a mental hospital, Karin rejoins her emotionally disconnected family in their island home, only to slip from reality as she begins to believe she is being visited by God."
La règle du jeu,1939,110 min,"Comedy,Drama",7.9,98        ,"30,018",NA,"A bourgeois life in France at the onset of World War II, as the rich and their poor servants meet up at a French chateau."
Dev.D,2009,144 min,"Comedy,Drama,Romance",7.9,NA,"31,295",$0.01M,"After breaking up with his childhood sweetheart, a young man finds solace in drugs. Meanwhile, a teenage girl is caught in the world of prostitution. Will they be destroyed, or will they find redemption?"
M.S. Dhoni: The Untold Story,2016,184 min,"Biography,Drama,Sport",7.9,NA,"62,266",$1.78M,The untold story of Mahendra Singh Dhoni's journey from ticket collector to trophy collector - the world-cup-winning captain of the Indian Cricket Team.
Jab We Met,2007,138 min,"Comedy,Drama,Romance",7.9,NA,"55,381",$0.41M,A depressed wealthy businessman finds his life changing after he meets a spunky and care-free young woman.
Super 30,2019,154 min,"Biography,Drama",7.9,NA,"33,711",$2.27M,Based on the life of Patna-based mathematician Anand Kumar who runs the famed Super 30 program for IIT aspirants in Patna.
Airlift,2016,130 min,"Action,Drama,History",7.9,NA,"57,747",NA,"When Iraq invades Kuwait in August 1990, a callous Indian businessman becomes the spokesperson for more than 170,000 stranded countrymen."
Padman,2018,140 min,"Comedy,Drama",7.9,NA,"27,140",$1.66M,"Upon realizing the extent to which women are affected by their menses, a man sets out to create a sanitary pad machine and to provide inexpensive sanitary pads to the women of rural India."
Badhaai ho,2018,124 min,"Comedy,Drama",7.9,NA,"35,841",NA,A man is embarrassed when he finds out his mother is pregnant.
Baby,I 2015,159 min,"Action,Crime,Thriller",7.9,NA,"58,699",NA,"An elite counter-intelligence unit learns of a plot, masterminded by a maniacal madman. With the clock ticking, it's up to them to track the terrorists' international tentacles and prevent them from striking at the heart of India."
The Batman,2022,176 min,"Action,Crime,Drama",7.8,72        ,"692,735",$369.35M,"When a sadistic serial killer begins murdering key political figures in Gotham, Batman is forced to investigate the city's hidden corruption and question his family's involvement."
Im Westen nichts Neues,2022,148 min,"Action,Drama,War",7.8,76        ,"197,197",NA,A young German soldier's terrifying experiences and distress on the western front during World War I.
The Gentlemen,2019,113 min,"Action,Comedy,Crime",7.8,51        ,"357,245",$36.47M,"An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him."
RRR (Rise Roar Revolt),2022,187 min,"Action,Drama",7.8,83        ,"147,419",$14.50M,A fictitious story about two legendary revolutionaries and their journey away from home before they started fighting for their country in the 1920s.
Pride & Prejudice,2005,129 min,"Drama,Romance",7.8,82        ,"306,337",$38.41M,"Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome their own pride and prejudice?"
Rogue One,2016,133 min,"Action,Adventure,Sci-Fi",7.8,65        ,"654,243",$532.18M,"In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire's ultimate weapon of destruction."
The Breakfast Club,1985,97 min,"Comedy,Drama",7.8,66        ,"411,348",$45.88M,Five high school students meet in Saturday detention and discover how they have a lot more in common than they thought.
Star Wars: Episode VII - The Force Awakens,2015,138 min,"Action,Adventure,Sci-Fi",7.8,80        ,"944,151",$936.66M,"As a new threat to the galaxy rises, Rey, a desert scavenger, and Finn, an ex-stormtrooper, must join Han Solo and Chewbacca to search for the one hope of restoring peace."
Little Women,2019,135 min,"Drama,Romance",7.8,91        ,"217,024",$108.10M,"Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms."
Drive,I 2011,100 min,"Action,Drama",7.8,78        ,"660,099",$35.06M,A mysterious Hollywood action film stuntman gets in trouble with gangsters when he tries to help his neighbor's husband rob a pawn shop while serving as his getaway driver.
The Notebook,2004,123 min,"Drama,Romance",7.8,53        ,"585,585",$81.00M,"A poor yet passionate young man (Ryan Gosling) falls in love with a rich young woman (Rachel McAdams), giving her a sense of freedom, but they are soon separated because of their social differences."
Call Me by Your Name,2017,132 min,"Drama,Romance",7.8,94        ,"285,886",$18.10M,"In 1980s Italy, romance blossoms between a seventeen-year-old student and the older man hired as his father's research assistant."
The Big Short,2015,130 min,"Biography,Comedy,Drama",7.8,81        ,"444,344",$70.26M,"In 2006-2007 a group of investors bet against the United States mortgage market. In their research, they discover how flawed and corrupt the market is."
Tombstone,1993,130 min,"Biography,Drama,History",7.8,50        ,"154,827",$56.51M,"A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating."
Apocalypto,2006,139 min,"Action,Adventure,Drama",7.8,68        ,"319,029",$50.87M,"As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression."
The Irishman,2019,209 min,"Biography,Crime,Drama",7.8,94        ,"400,922",$7.00M,"An illustration of Frank Sheeran's life, from WWII veteran, to hitman for the Bufalino crime family and his alleged assassination of close friend, Jimmy Hoffa."
The Hateful Eight,2015,168 min,"Crime,Drama,Mystery",7.8,68        ,"619,893",$54.12M,"In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters."
Ferris Bueller's Day Off,1986,103 min,Comedy,7.8,61        ,"367,726",$70.14M,"A high school wise guy is determined to have a day off from school, despite what the Principal thinks of that."
The Hobbit: An Unexpected Journey,2012,169 min,"Adventure,Fantasy",7.8,58        ,"841,414",$303.00M,"A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug."
Hidden Figures,2016,127 min,"Biography,Drama,History",7.8,74        ,"239,206",$169.61M,The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.
Atonement,2007,123 min,"Drama,Mystery,Romance",7.8,85        ,"286,099",$50.93M,Thirteen-year-old fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.
The Sandlot,1993,101 min,"Comedy,Drama,Family",7.8,55        ,"95,823",$32.42M,"In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures."
Nightcrawler,2014,117 min,"Crime,Drama,Thriller",7.8,76        ,"565,726",$32.38M,"When Louis Bloom, a con man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story."
Ghostbusters,1984,105 min,"Action,Comedy,Fantasy",7.8,71        ,"424,100",$238.63M,"Three parapsychologists forced out of their university funding set up shop as a unique ghost removal service in New York City, attracting frightened yet skeptical customers."
Dunkirk,2017,106 min,"Action,Drama,History",7.8,94        ,"678,070",$188.37M,"Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II."
The Social Network,2010,120 min,"Biography,Drama",7.8,95        ,"719,790",$96.96M,"As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea and by the co-founder who was later squeezed out of the business."
Hot Fuzz,2007,121 min,"Action,Comedy,Mystery",7.8,81        ,"515,156",$23.64M,"A skilled London police officer, after irritating superiors with his embarrassing effectiveness, is transferred to a village where the easygoing officers object to his fervor for regulations, as a string of grisly murders strikes the town."
The Girl with the Dragon Tattoo,2011,158 min,"Crime,Drama,Mystery",7.8,71        ,"472,524",$102.52M,Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for 40 years by young computer hacker Lisbeth Salander.
About Time,I 2013,123 min,"Comedy,Drama,Fantasy",7.8,55        ,"362,411",$15.32M,"At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think."
Verdens verste menneske,2021,128 min,"Comedy,Drama,Romance",7.8,90        ,"78,332",NA,"The chronicles of four years in the life of Julie, a young woman who navigates the troubled waters of her love life and struggles to find her career path, leading her to take a realistic look at who she really is."
Willy Wonka & the Chocolate Factory,1971,100 min,"Family,Fantasy,Musical",7.8,67        ,"208,167",$4.00M,A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.
The Curious Case of Benjamin Button,2008,166 min,"Drama,Fantasy,Romance",7.8,70        ,"664,945",$127.51M,"Tells the story of Benjamin Button, a man who starts aging backwards with consequences."
The Hobbit: The Desolation of Smaug,2013,161 min,Fantasy,7.8,66        ,"676,508",$258.37M,"The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring."
Little Miss Sunshine,2006,101 min,"Comedy,Drama",7.8,80        ,"493,045",$59.89M,A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.
Predator,1987,107 min,"Action,Adventure,Horror",7.8,47        ,"432,614",$59.74M,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.
Manchester by the Sea,2016,137 min,Drama,7.8,96        ,"292,009",$47.70M,A depressed uncle is asked to take care of his teenage nephew after the boy's father dies.
Taken,I 2008,90 min,"Action,Crime,Thriller",7.8,51        ,"612,728",$145.00M,"A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris."
American Gangster,2007,157 min,"Biography,Crime,Drama",7.8,76        ,"434,582",$130.16M,"An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film."
Remember the Titans,2000,113 min,"Biography,Drama,Sport",7.8,48        ,"221,243",$115.65M,The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.
Walk the Line,2005,136 min,"Biography,Drama,Music",7.8,72        ,"256,515",$119.52M,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins."
Captain America: Civil War,2016,147 min,"Action,Sci-Fi",7.8,75        ,"806,521",$408.08M,Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.
The Untouchables,1987,119 min,"Crime,Drama,Thriller",7.8,79        ,"317,409",$76.27M,"During the era of Prohibition in the United States, Federal Agent Eliot Ness sets out to stop ruthless Chicago gangster Al Capone and, because of rampant corruption, assembles a small, hand-picked team to help him."
A Bronx Tale,1993,121 min,"Crime,Drama",7.8,80        ,"147,622",$17.27M,A father becomes worried when a local gangster befriends his son in the Bronx in the 1960s.
Skyfall,2012,143 min,"Action,Adventure,Thriller",7.8,81        ,"707,660",$304.36M,"James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost."
Mary Poppins,1964,139 min,"Comedy,Family,Fantasy",7.8,88        ,"177,667",$102.27M,"In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father."
